identifier_vote,date,report,desc,title,for,against,abstention,committee,oeil,mepid,lastname,firstname,result,epgroup,party,start,end,birthdate,country,term
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7017,JORON,Virginie,abstention,ID,Rassemblement national,2019-07-02,NA,1973-12-11,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6751,JAMET,France,abstention,ID,Rassemblement national,2019-07-02,NA,1961-02-05,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6404,JALKH,Jean-François,abstention,ID,Rassemblement national,2019-07-02,NA,1957-05-23,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6986,HUHTASAARI,Laura,abstention,ID,Perussuomalaiset,2019-07-02,NA,1979-03-30,fi,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6989,HAKKARAINEN,Teuvo,abstention,ID,Perussuomalaiset,2019-07-02,NA,1960-04-12,fi,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7246,HAIDER,Roman,abstention,ID,Freiheitliche Partei Österreichs,2019-07-02,NA,1967-04-13,at,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7019,GRISET,Catherine,abstention,ID,Rassemblement national,2019-07-02,NA,1972-08-20,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7018,GARRAUD,Jean-Paul,abstention,ID,Rassemblement national,2019-07-02,NA,1956-02-27,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6877,FEST,Nicolaus,abstention,ID,Alternative für Deutschland,2019-07-02,NA,1962-07-01,de,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6876,BUCHHEIT,Markus,abstention,ID,Alternative für Deutschland,2019-07-02,NA,1983-08-11,de,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7076,BRUNA,Annika,abstention,ID,Rassemblement national,2019-07-02,NA,1956-11-26,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6405,BILDE,Dominique,abstention,ID,Rassemblement national,2019-07-02,NA,1953-08-01,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7068,BEIGNEUX,Aurélia,abstention,ID,Rassemblement national,2019-07-02,NA,1980-06-02,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6874,BECK,Gunnar,abstention,ID,Alternative für Deutschland,2019-07-02,NA,1965-05-01,de,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6988,BARDELLA,Jordan,abstention,ID,Rassemblement national,2019-07-02,NA,1995-09-13,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7079,ANDROUËT,Mathilde,abstention,ID,Rassemblement national,2019-07-02,NA,1984-07-03,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6872,ANDERSON,Christine,abstention,ID,Alternative für Deutschland,2019-07-02,NA,1968-07-29,de,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7216,TERTSCH,Hermann,abstention,ECR,VOX,2019-07-02,NA,1958-04-09,es,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7097,ROOS,Robert,abstention,ECR,JA21,2019-07-02,NA,1966-08-02,nl,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7160,ROOKEN,Rob,abstention,ECR,JA21,2019-07-02,NA,1969-10-05,nl,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7289,HOOGEVEEN,Michiel,abstention,ECR,JA21,2021-04-15,NA,NA,nl,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7270,DE LA PISA CARRIÓN,Margarita,abstention,ECR,VOX,2020-02-01,NA,1975-09-19,es,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7214,BUXADÉ VILLALBA,Jorge,abstention,ECR,VOX,2019-07-02,NA,1975-06-16,es,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7244,AGUILAR,Mazaly,abstention,ECR,VOX,2019-07-02,NA,1949-09-20,es,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7147,UHRÍK,Milan,against,NA,Hnutie Republika,2019-07-02,NA,1984-12-21,sk,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7148,RADAČOVSKÝ,Miroslav,against,NA,Slovak PATRIOT,2019-07-02,NA,1953-09-24,sk,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6676,PAPADAKIS,Kostas,against,NA,Communist Party of Greece,2019-07-02,NA,1975-04-18,gr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7116,NIKOLAOU-ALAVANOS,Lefteris,against,NA,Communist Party of Greece,2019-07-02,NA,1985-02-07,gr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7119,LAGOS,Ioannis,against,NA,Independent,2019-07-02,NA,1972-09-07,gr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7234,VANDENDRIESSCHE,Tom,against,ID,Vlaams Belang,2019-07-02,NA,1978-10-27,be,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6630,de GRAAFF,Marcel,against,ID,Partij voor de Vrijheid,2020-02-01,NA,1962-04-07,nl,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6869,DE MAN,Filip,against,ID,Vlaams Belang,2019-07-02,NA,1955-11-11,be,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6954,BLAŠKO,Hynek,against,ID,Svoboda a přímá demokracie,2019-07-02,NA,1955-07-15,cz,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6593,ANNEMANS,Gerolf,against,ID,Vlaams Belang,2019-07-02,NA,1958-11-08,be,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,5602,ŽDANOKA,Tatjana,for,Greens/EFA,Latvijas Krievu savienība,2019-07-02,NA,1950-05-08,lv,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6904,YENBOU,Salima,for,Greens/EFA,Europe Écologie,2019-07-02,NA,1971-03-14,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7064,WIENER,Sarah,for,Greens/EFA,Die Grünen - Die Grüne Alternative,2019-07-02,NA,1962-08-27,at,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6757,WAITZ,Thomas,for,Greens/EFA,Die Grünen - Die Grüne Alternative,2020-02-01,NA,1973-05-16,at,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6848,VON CRAMON-TAUBADEL,Viola,for,Greens/EFA,Bündnis 90/Die Grünen,2019-07-02,NA,1970-03-23,de,9
